awayscore,away,homescore,date,home,div,tourney
3,Shadowbox (9),11,8/6/2016,Pine Baroness (4),Women,Philly Open 2016
3,Boomslang (5),11,8/6/2016,Virginia Rebellion (2),Women,Philly Open 2016
7,Independence (7),8,8/6/2016,Vice (3),Women,Philly Open 2016
2,Roc Paper Scissors (6),11,8/6/2016,Pine Baroness (4),Women,Philly Open 2016
3,Suffrage (8),11,8/6/2016,Baywatch (1),Women,Philly Open 2016
3,Shadowbox (9),10,8/6/2016,Boomslang (5),Women,Philly Open 2016
10,Virginia Rebellion (2),5,8/6/2016,Baywatch (1),Women,Philly Open 2016
2,Suffrage (8),11,8/6/2016,Vice (3),Women,Philly Open 2016
6,Boomslang (5),11,8/6/2016,Baywatch (1),Women,Philly Open 2016
4,Shadowbox (9),11,8/6/2016,Vice (3),Women,Philly Open 2016
11,Independence (7),6,8/6/2016,Roc Paper Scissors (6),Women,Philly Open 2016
7,Shadowbox (9),9,8/7/2016,Roc Paper Scissors (6),Women,Philly Open 2016
10,Independence (7),9,8/7/2016,Baywatch (1),Women,Philly Open 2016
6,Boomslang (5),11,8/7/2016,Vice (3),Women,Philly Open 2016
5,Suffrage (8),9,8/7/2016,Independence (7),Women,Philly Open 2016
8,Vice (3),9,8/7/2016,Virginia Rebellion (2),Women,Philly Open 2016
8,Roc Paper Scissors (6),10,8/7/2016,Boomslang (5),Women,Philly Open 2016
10,Pine Baroness (4),6,8/7/2016,Baywatch (1),Women,Philly Open 2016
3,Roc Paper Scissors (6),11,8/7/2016,Virginia Rebellion (2),Women,Philly Open 2016
7,Shadowbox (9),9,8/7/2016,Independence (7),Women,Philly Open 2016
4,Shadowbox (9),11,8/7/2016,Baywatch (1),Women,Philly Open 2016
8,Suffrage (8),7,8/7/2016,Boomslang (5),Women,Philly Open 2016
7,Pine Baroness (4),8,8/7/2016,Vice (3),Women,Philly Open 2016
9,Pine Baroness (4),10,8/7/2016,Virginia Rebellion (2),Women,Philly Open 2016
F,Roc Paper Scissors (6),W,8/7/2016,Vice (3),Women,Philly Open 2016
5,Shadowbox (9),11,8/7/2016,Suffrage (8),Women,Philly Open 2016
7,Varsity (20),11,8/6/2016,Powermove (8),Mixed,Philly Open 2016
8,BITMAP (13),10,8/6/2016,Buffalo Lake Effect (12),Mixed,Philly Open 2016
4,I-79 (21),11,8/6/2016,Mixed Nuts (1),Mixed,Philly Open 2016
5,Varsity (20),10,8/6/2016,Mixed Nuts (1),Mixed,Philly Open 2016
5,BITMAP (13),11,8/6/2016,Powermove (8),Mixed,Philly Open 2016
4,I-79 (21),10,8/6/2016,Buffalo Lake Effect (12),Mixed,Philly Open 2016
7,I-79 (21),9,8/6/2016,Varsity (20),Mixed,Philly Open 2016
3,BITMAP (13),10,8/6/2016,Mixed Nuts (1),Mixed,Philly Open 2016
3,Buffalo Lake Effect (12),11,8/6/2016,Powermove (8),Mixed,Philly Open 2016
3,Buffalo Lake Effect (12),9,8/6/2016,Mixed Nuts (1),Mixed,Philly Open 2016
6,I-79 (21),11,8/6/2016,Powermove (8),Mixed,Philly Open 2016
6,Varsity (20),11,8/6/2016,BITMAP (13),Mixed,Philly Open 2016
7,I-79 (21),11,8/7/2016,BITMAP (13),Mixed,Philly Open 2016
8,Powermove (8),11,8/7/2016,Mixed Nuts (1),Mixed,Philly Open 2016
7,Varsity (20),11,8/7/2016,Buffalo Lake Effect (12),Mixed,Philly Open 2016
2,Norfolkin' Around (19),11,8/6/2016,Distelfink (7),Mixed,Philly Open 2016
4,Throws of Passion (14),11,8/6/2016,Sabotage (11),Mixed,Philly Open 2016
0,Turnstyle (22),11,8/6/2016,Jughandle (2),Mixed,Philly Open 2016
2,Norfolkin' Around (19),11,8/6/2016,Jughandle (2),Mixed,Philly Open 2016
2,Throws of Passion (14),11,8/6/2016,Distelfink (7),Mixed,Philly Open 2016
6,Turnstyle (22),11,8/6/2016,Sabotage (11),Mixed,Philly Open 2016
5,Turnstyle (22),9,8/6/2016,Norfolkin' Around (19),Mixed,Philly Open 2016
5,Throws of Passion (14),9,8/6/2016,Jughandle (2),Mixed,Philly Open 2016
7,Sabotage (11),10,8/6/2016,Distelfink (7),Mixed,Philly Open 2016
4,Sabotage (11),11,8/7/2016,Jughandle (2),Mixed,Philly Open 2016
3,Turnstyle (22),11,8/7/2016,Distelfink (7),Mixed,Philly Open 2016
3,Norfolkin' Around (19),11,8/7/2016,Throws of Passion (14),Mixed,Philly Open 2016
4,Turnstyle (22),11,8/7/2016,Throws of Passion (14),Mixed,Philly Open 2016
8,Distelfink (7),9,8/7/2016,Jughandle (2),Mixed,Philly Open 2016
7,Norfolkin' Around (19),11,8/7/2016,Sabotage (11),Mixed,Philly Open 2016
6,Stormborn (18),8,8/6/2016,FLI (3),Mixed,Philly Open 2016
2,Lord Fairfax (10),10,8/6/2016,Legion  (6),Mixed,Philly Open 2016
5,Pandas (15),10,8/6/2016,FLI (3),Mixed,Philly Open 2016
2,Stormborn (18),11,8/6/2016,Legion  (6),Mixed,Philly Open 2016
6,Stormborn (18),9,8/6/2016,Lord Fairfax (10),Mixed,Philly Open 2016
8,Lord Fairfax (10),4,8/6/2016,FLI (3),Mixed,Philly Open 2016
9,Pandas (15),6,8/6/2016,Legion  (6),Mixed,Philly Open 2016
8,Pandas (15),11,8/6/2016,Lord Fairfax (10),Mixed,Philly Open 2016
3,Foggy Bottom Boys (13),11,8/6/2016,Richmond Floodwall (1),Men,Philly Open 2016
10,Caliber (12),8,8/6/2016,Dredge (8),Men,Philly Open 2016
0,Caliber (12),11,8/6/2016,Richmond Floodwall (1),Men,Philly Open 2016
8,Foggy Bottom Boys (13),9,8/6/2016,Dredge (8),Men,Philly Open 2016
4,Dredge (8),11,8/6/2016,Richmond Floodwall (1),Men,Philly Open 2016
10,Foggy Bottom Boys (13),4,8/6/2016,Caliber (12),Men,Philly Open 2016
5,Bear Fax (14),11,8/6/2016,8$OLD (SOL) (2),Men,Philly Open 2016
6,Watchdogs (11),11,8/6/2016,Takers (7),Men,Philly Open 2016
3,Watchdogs (11),10,8/6/2016,8$OLD (SOL) (2),Men,Philly Open 2016
4,Bear Fax (14),11,8/6/2016,Takers (7),Men,Philly Open 2016
3,Takers (7),10,8/6/2016,8$OLD (SOL) (2),Men,Philly Open 2016
5,Bear Fax (14),11,8/6/2016,Watchdogs (11),Men,Philly Open 2016
11,Bear Proof (10),5,8/6/2016,Colorblind (6),Men,Philly Open 2016
11,Genny Tall Boys (9),8,8/6/2016,Bruises (5),Men,Philly Open 2016
10,Genny Tall Boys (9),9,8/6/2016,RUNTIME (4),Men,Philly Open 2016
4,Bear Proof (10),11,8/6/2016,CITYWIDE Special (3),Men,Philly Open 2016
11,Legion  (6),9,8/6/2016,FLI (3),Mixed,Philly Open 2016
10,Stormborn (18),9,8/7/2016,Pandas (15),Mixed,Philly Open 2016
5,Crucible (17),7,8/6/2016,MxD (4),Mixed,Philly Open 2016
11,The Bandits (9),6,8/6/2016,8 Bit Heroes (5),Mixed,Philly Open 2016
4,Unlimited Swipes (16),9,8/6/2016,MxD (4),Mixed,Philly Open 2016
11,Crucible (17),8,8/6/2016,8 Bit Heroes (5),Mixed,Philly Open 2016
6,The Bandits (9),8,8/6/2016,MxD (4),Mixed,Philly Open 2016
10,Unlimited Swipes (16),4,8/6/2016,8 Bit Heroes (5),Mixed,Philly Open 2016
11,Unlimited Swipes (16),9,8/6/2016,The Bandits (9),Mixed,Philly Open 2016
11,Crucible (17),9,8/6/2016,Unlimited Swipes (16),Mixed,Philly Open 2016
7,8 Bit Heroes (5),9,8/7/2016,MxD (4),Mixed,Philly Open 2016
4,Crucible (17),11,8/7/2016,The Bandits (9),Mixed,Philly Open 2016
11,The Bandits (9),9,8/7/2016,Legion  (6),Mixed,Philly Open 2016
11,MxD (4),3,8/7/2016,Lord Fairfax (10),Mixed,Philly Open 2016
9,Crucible (17),7,8/7/2016,FLI (3),Mixed,Philly Open 2016
10,Unlimited Swipes (16),5,8/7/2016,Stormborn (18),Mixed,Philly Open 2016
3,Colorblind (6),11,8/6/2016,CITYWIDE Special (3),Men,Philly Open 2016
10,Bruises (5),9,8/6/2016,RUNTIME (4),Men,Philly Open 2016
10,Genny Tall Boys (9),4,8/6/2016,Colorblind (6),Men,Philly Open 2016
7,Bear Proof (10),11,8/6/2016,Bruises (5),Men,Philly Open 2016
3,Bear Proof (10),11,8/6/2016,RUNTIME (4),Men,Philly Open 2016
5,Bruises (5),9,8/6/2016,CITYWIDE Special (3),Men,Philly Open 2016
6,Genny Tall Boys (9),11,8/6/2016,CITYWIDE Special (3),Men,Philly Open 2016
7,Colorblind (6),9,8/7/2016,RUNTIME (4),Men,Philly Open 2016
4,Bear Fax (14),11,8/6/2016,Dredge (8),Men,Philly Open 2016
10,Caliber (12),11,8/6/2016,Watchdogs (11),Men,Philly Open 2016
6,Takers (7),11,8/7/2016,Richmond Floodwall (1),Men,Philly Open 2016
2,Foggy Bottom Boys (13),11,8/7/2016,8$OLD (SOL) (2),Men,Philly Open 2016
13,CITYWIDE Special (3),7,8/7/2016,Bruises (5),Men,Philly Open 2016
11,Bruises (5),4,8/7/2016,RUNTIME (4),Men,Philly Open 2016
12,CITYWIDE Special (3),6,8/7/2016,8$OLD (SOL) (2),Men,Philly Open 2016
10,RUNTIME (4),9,8/7/2016,Richmond Floodwall (1),Men,Philly Open 2016
9,Jughandle (2),8,8/7/2016,Mixed Nuts (1),Mixed,Philly Open 2016
8,MxD (4),9,8/7/2016,Mixed Nuts (1),Mixed,Philly Open 2016
7,The Bandits (9),11,8/7/2016,Jughandle (2),Mixed,Philly Open 2016
0,Powermove (8),0,8/7/2016,Legion  (6),Mixed,Philly Open 2016
8,Lord Fairfax (10),11,8/7/2016,Legion  (6),Mixed,Philly Open 2016
8,Distelfink (7),11,8/7/2016,Powermove (8),Mixed,Philly Open 2016
0,Buffalo Lake Effect (12),0,8/7/2016,Unlimited Swipes (16),Mixed,Philly Open 2016
8,Unlimited Swipes (16),6,8/7/2016,Crucible (17),Mixed,Philly Open 2016
7,Sabotage (11),8,8/7/2016,Buffalo Lake Effect (12),Mixed,Philly Open 2016
0,Throws of Passion (14),0,8/7/2016,FLI (3),Mixed,Philly Open 2016
2,Stormborn (18),11,8/7/2016,FLI (3),Mixed,Philly Open 2016
7,Throws of Passion (14),4,8/7/2016,BITMAP (13),Mixed,Philly Open 2016
0,Varsity (20),0,8/7/2016,8 Bit Heroes (5),Mixed,Philly Open 2016
11,8 Bit Heroes (5),6,8/7/2016,Pandas (15),Mixed,Philly Open 2016
3,Norfolkin' Around (19),11,8/7/2016,Varsity (20),Mixed,Philly Open 2016
3,Turnstyle (22),11,8/7/2016,I-79 (21),Mixed,Philly Open 2016
6,Foggy Bottom Boys (13),11,8/7/2016,Bruises (5),Men,Philly Open 2016
F,Genny Tall Boys (9),W,8/7/2016,8$OLD (SOL) (2),Men,Philly Open 2016
7,Takers (7),10,8/7/2016,CITYWIDE Special (3),Men,Philly Open 2016
0,Takers (7),0,8/7/2016,Richmond Floodwall (1),Men,Philly Open 2016
2,Foggy Bottom Boys (13),11,8/7/2016,Richmond Floodwall (1),Men,Philly Open 2016
W,Takers (7),F,8/7/2016,Genny Tall Boys (9),Men,Philly Open 2016
12,Colorblind (6),10,8/7/2016,Dredge (8),Men,Philly Open 2016
12,Dredge (8),10,8/7/2016,Bear Proof (10),Men,Philly Open 2016
6,Watchdogs (11),11,8/7/2016,Colorblind (6),Men,Philly Open 2016
W,Watchdogs (11),F,8/7/2016,Bear Proof (10),Men,Philly Open 2016
11,Caliber (12),7,8/7/2016,Bear Fax (14),Men,Philly Open 2016
5,Ranier Mountaineers (3),13,8/6/2016,Kermit Roosevelt Jr. (1),Mixed,PNW Hootenanny 2016
12,Ranier Mountaineers (3),9,8/6/2016,Bulleit Train (2),Mixed,PNW Hootenanny 2016
4,Bulleit Train (2),13,8/6/2016,Kermit Roosevelt Jr. (1),Mixed,PNW Hootenanny 2016
10,Ranier Mountaineers (3),8,8/7/2016,Bulleit Train (2),Mixed,PNW Hootenanny 2016
F,Ranier Mountaineers (3),W,8/7/2016,Kermit Roosevelt Jr. (1),Mixed,PNW Hootenanny 2016
4,Bulleit Train (2),13,8/7/2016,Kermit Roosevelt Jr. (1),Mixed,PNW Hootenanny 2016
6,Evergreen (3),13,8/6/2016,Renegade (1),Men,PNW Hootenanny 2016
10,HAM (4),12,8/6/2016,Ghost Train (2),Men,PNW Hootenanny 2016
11,HAM (4),13,8/6/2016,Renegade (1),Men,PNW Hootenanny 2016
8,Evergreen (3),13,8/6/2016,Ghost Train (2),Men,PNW Hootenanny 2016
8,Ghost Train (2),13,8/6/2016,Renegade (1),Men,PNW Hootenanny 2016
13,HAM (4),4,8/6/2016,Evergreen (3),Men,PNW Hootenanny 2016
5,HAM (4),15,8/7/2016,Renegade (1),Men,PNW Hootenanny 2016
2,Evergreen (3),15,8/7/2016,Renegade (1),Men,PNW Hootenanny 2016
15,HAM (4),14,8/7/2016,Ghost Train (2),Men,PNW Hootenanny 2016
F,Evergreen (3),W,8/7/2016,Ghost Train (2),Men,PNW Hootenanny 2016
9,Phalanx (9),13,8/6/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
13,Rip City Ultimate (8),11,8/6/2016,Sons (5),Men,CBR Memorial Tournament 2016
8,Sons (5),12,8/6/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
12,Rip City Ultimate (8),10,8/6/2016,Warchild (4),Men,CBR Memorial Tournament 2016
13,Phalanx (9),9,8/6/2016,Rip City Ultimate (8),Men,CBR Memorial Tournament 2016
13,Sons (5),7,8/6/2016,Warchild (4),Men,CBR Memorial Tournament 2016
9,Rip City Ultimate (8),13,8/6/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
13,Phalanx (9),4,8/6/2016,Warchild (4),Men,CBR Memorial Tournament 2016
11,Warchild (4),13,8/6/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
10,Phalanx (9),13,8/6/2016,Sons (5),Men,CBR Memorial Tournament 2016
7,Green River Swordfish (6),17,8/6/2016,SoCal Condors (2),Men,CBR Memorial Tournament 2016
4,KING (7),17,8/6/2016,Dark Star (3),Men,CBR Memorial Tournament 2016
4,KING (7),17,8/6/2016,SoCal Condors (2),Men,CBR Memorial Tournament 2016
8,Green River Swordfish (6),17,8/6/2016,Dark Star (3),Men,CBR Memorial Tournament 2016
17,Dark Star (3),19,8/6/2016,SoCal Condors (2),Men,CBR Memorial Tournament 2016
11,KING (7),17,8/6/2016,Green River Swordfish (6),Men,CBR Memorial Tournament 2016
5,KING (7),15,8/7/2016,Rip City Ultimate (8),Men,CBR Memorial Tournament 2016
12,KING (7),15,8/7/2016,Warchild (4),Men,CBR Memorial Tournament 2016
10,Warchild (4),15,8/7/2016,Rip City Ultimate (8),Men,CBR Memorial Tournament 2016
15,SoCal Condors (2),7,8/7/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
12,Dark Star (3),15,8/7/2016,Voodoo (1),Men,CBR Memorial Tournament 2016
15,SoCal Condors (2),5,8/7/2016,Sons (5),Men,CBR Memorial Tournament 2016
5,Phalanx (9),15,8/7/2016,Dark Star (3),Men,CBR Memorial Tournament 2016
11,Green River Swordfish (6),12,8/7/2016,Sons (5),Men,CBR Memorial Tournament 2016
13,Dark Star (3),8,8/7/2016,Sons (5),Men,CBR Memorial Tournament 2016
16,Phalanx (9),15,8/7/2016,Green River Swordfish (6),Men,CBR Memorial Tournament 2016
4,HangTime Ultimate (8),13,8/6/2016,Bullet (1),Men,Trestlemania 2016
6,Coastal Empire (9),13,8/6/2016,BaNC (3),Men,Trestlemania 2016
7,HangTime Ultimate (8),13,8/6/2016,Cerberus (6),Men,Trestlemania 2016
10,Coastal Empire (9),12,8/6/2016,Bullet (1),Men,Trestlemania 2016
7,Cerberus (6),13,8/6/2016,Bullet (1),Men,Trestlemania 2016
5,HangTime Ultimate (8),13,8/6/2016,BaNC (3),Men,Trestlemania 2016
13,BaNC (3),9,8/6/2016,Bullet (1),Men,Trestlemania 2016
8,Coastal Empire (9),13,8/6/2016,Cerberus (6),Men,Trestlemania 2016
13,Coastal Empire (9),10,8/6/2016,HangTime Ultimate (8),Men,Trestlemania 2016
11,Cerberus (6),13,8/6/2016,BaNC (3),Men,Trestlemania 2016
6,H.O.G. Ultimate (10),13,8/6/2016,Buzzkill (4),Men,Trestlemania 2016
2,Southern Hospitality (7),13,8/6/2016,Lost Boys (2),Men,Trestlemania 2016
13,Southern Hospitality (7),11,8/6/2016,Misfit (5),Men,Trestlemania 2016
7,H.O.G. Ultimate (10),13,8/6/2016,Lost Boys (2),Men,Trestlemania 2016
9,Misfit (5),13,8/6/2016,Lost Boys (2),Men,Trestlemania 2016
5,Southern Hospitality (7),13,8/6/2016,Buzzkill (4),Men,Trestlemania 2016
8,Buzzkill (4),13,8/6/2016,Lost Boys (2),Men,Trestlemania 2016
8,H.O.G. Ultimate (10),13,8/6/2016,Misfit (5),Men,Trestlemania 2016
10,H.O.G. Ultimate (10),13,8/6/2016,Southern Hospitality (7),Men,Trestlemania 2016
12,Misfit (5),14,8/6/2016,Buzzkill (4),Men,Trestlemania 2016
13,Lost Boys (2),6,8/7/2016,BaNC (3),Men,Trestlemania 2016
8,Cerberus (6),13,8/7/2016,BaNC (3),Men,Trestlemania 2016
13,Lost Boys (2),12,8/7/2016,Bullet (1),Men,Trestlemania 2016
9,Misfit (5),13,8/7/2016,BaNC (3),Men,Trestlemania 2016
15,Cerberus (6),13,8/7/2016,Buzzkill (4),Men,Trestlemania 2016
4,Southern Hospitality (7),13,8/7/2016,Bullet (1),Men,Trestlemania 2016
4,Coastal Empire (9),13,8/7/2016,Lost Boys (2),Men,Trestlemania 2016
F,Bullet (1),L,8/7/2016,Cerberus (6),Men,Trestlemania 2016
8,H.O.G. Ultimate (10),13,8/7/2016,Misfit (5),Men,Trestlemania 2016
13,Coastal Empire (9),7,8/7/2016,HangTime Ultimate (8),Men,Trestlemania 2016
F,Southern Hospitality (7),W,8/7/2016,HangTime Ultimate (8),Men,Trestlemania 2016
W,Coastal Empire (9),F,8/7/2016,Buzzkill (4),Men,Trestlemania 2016
7,Misfit (5),11,8/7/2016,HangTime Ultimate (8),Men,Trestlemania 2016
7,H.O.G. Ultimate (10),13,8/7/2016,Coastal Empire (9),Men,Trestlemania 2016
4,Gridlock (3),13,7/31/2016,Sculpin (1),Men,Encinitas Round Robin 2016
5,Endless Sunset B (4),3,7/31/2016,Air Show (2),Men,Encinitas Round Robin 2016
5,Endless Sunset B (4),13,7/31/2016,Sculpin (1),Men,Encinitas Round Robin 2016
8,Gridlock (3),10,7/31/2016,Air Show (2),Men,Encinitas Round Robin 2016
7,Air Show (2),9,7/31/2016,Sculpin (1),Men,Encinitas Round Robin 2016
9,Endless Sunset B (4),8,7/31/2016,Gridlock (3),Men,Encinitas Round Robin 2016
6,Endless Sunset B (4),8,7/31/2016,Sculpin (1),Men,Encinitas Round Robin 2016
5,Gridlock (3),2,7/31/2016,Air Show (2),Men,Encinitas Round Robin 2016
5,G Street (2),13,8/6/2016,Mockingbird (1),Men,The Battle for Highgate 2016
11,Griffons (3),12,8/6/2016,Mockingbird (1),Men,The Battle for Highgate 2016
13,Griffons (3),8,8/6/2016,G Street (2),Men,The Battle for Highgate 2016
6,Griffons (3),13,8/6/2016,Mockingbird (1),Men,The Battle for Highgate 2016
3,G Street (2),13,8/6/2016,Mockingbird (1),Men,The Battle for Highgate 2016
11,Lakefire (6),12,7/30/2016,Moontower (1),Mixed,PB&J 2016
1,Dreamcatchers Ultimate (8),13,7/30/2016,Freetail (3),Mixed,PB&J 2016
2,Dreamcatchers Ultimate (8),13,7/30/2016,Moontower (1),Mixed,PB&J 2016
4,Lakefire (6),13,7/30/2016,Freetail (3),Mixed,PB&J 2016
6,Freetail (3),7,7/30/2016,Moontower (1),Mixed,PB&J 2016
6,Dreamcatchers Ultimate (8),13,7/30/2016,Lakefire (6),Mixed,PB&J 2016
9,Wildstyle (5),12,7/30/2016,Risky Business (2),Mixed,PB&J 2016
7,Mud Turtles  (7),8,7/30/2016,Balloon (4),Mixed,PB&J 2016
3,Mud Turtles  (7),12,7/30/2016,Risky Business (2),Mixed,PB&J 2016
10,Wildstyle (5),11,7/30/2016,Balloon (4),Mixed,PB&J 2016
13,Balloon (4),11,7/30/2016,Risky Business (2),Mixed,PB&J 2016
3,Mud Turtles  (7),13,7/30/2016,Wildstyle (5),Mixed,PB&J 2016
9,Wildstyle (5),10,7/30/2016,Moontower (1),Mixed,PB&J 2016
11,Lakefire (6),10,7/30/2016,Risky Business (2),Mixed,PB&J 2016
4,Mud Turtles  (7),13,7/30/2016,Freetail (3),Mixed,PB&J 2016
7,Dreamcatchers Ultimate (8),13,7/30/2016,Balloon (4),Mixed,PB&J 2016
15,Freetail (3),7,7/31/2016,Risky Business (2),Mixed,PB&J 2016
12,Risky Business (2),8,7/31/2016,Moontower (1),Mixed,PB&J 2016
10,Balloon (4),12,7/31/2016,Freetail (3),Mixed,PB&J 2016
7,Mud Turtles  (7),14,7/31/2016,Moontower (1),Mixed,PB&J 2016
11,Lakefire (6),15,7/31/2016,Risky Business (2),Mixed,PB&J 2016
7,Wildstyle (5),15,7/31/2016,Freetail (3),Mixed,PB&J 2016
3,Dreamcatchers Ultimate (8),15,7/31/2016,Balloon (4),Mixed,PB&J 2016
13,Wildstyle (5),8,7/31/2016,Lakefire (6),Mixed,PB&J 2016
13,Lakefire (6),7,7/31/2016,Mud Turtles  (7),Mixed,PB&J 2016
4,Dreamcatchers Ultimate (8),15,7/31/2016,Wildstyle (5),Mixed,PB&J 2016
14,Balloon (4),12,7/31/2016,Moontower (1),Mixed,PB&J 2016
7,Dreamcatchers Ultimate (8),15,7/31/2016,Mud Turtles  (7),Mixed,PB&J 2016
0,Presidio  (12),13,7/30/2016,Plex (1),Men,PB&J 2016
6,Dallas United: Neato Banditos (13),11,7/30/2016,Texas Two Step (7),Men,PB&J 2016
3,Dallas United: Neato Banditos (13),13,7/30/2016,Plex (1),Men,PB&J 2016
3,Presidio  (12),13,7/30/2016,Texas Two Step (7),Men,PB&J 2016
7,Texas Two Step (7),13,7/30/2016,Plex (1),Men,PB&J 2016
12,Dallas United: Neato Banditos (13),8,7/30/2016,Presidio  (12),Men,PB&J 2016
3,Riverside Messengers (11),12,7/30/2016,Dallas United: Desperados (2),Men,PB&J 2016
4,Helix (14),13,7/30/2016,Deaf Fruit  (8),Men,PB&J 2016
7,Helix (14),13,7/30/2016,Dallas United: Desperados (2),Men,PB&J 2016
9,Riverside Messengers (11),12,7/30/2016,Deaf Fruit  (8),Men,PB&J 2016
11,Deaf Fruit  (8),13,7/30/2016,Dallas United: Desperados (2),Men,PB&J 2016
11,Helix (14),9,7/30/2016,Riverside Messengers (11),Men,PB&J 2016
11,Spring Creek Ascension (17),13,7/30/2016,Papa Bear (3),Men,PB&J 2016
9,Lago de Fuego (15),12,7/30/2016,Dallas United: Outlaws (10),Men,PB&J 2016
3,Dallas United: Outlaws (10),13,7/30/2016,Papa Bear (3),Men,PB&J 2016
2,Lago de Fuego (15),13,7/30/2016,AndyGator (5),Men,PB&J 2016
13,Spring Creek Ascension (17),3,7/30/2016,Lago de Fuego (15),Men,PB&J 2016
3,Dallas United: Outlaws (10),13,7/30/2016,AndyGator (5),Men,PB&J 2016
1,Lago de Fuego (15),13,7/30/2016,Papa Bear (3),Men,PB&J 2016
10,Spring Creek Ascension (17),12,7/30/2016,AndyGator (5),Men,PB&J 2016
9,AndyGator (5),13,7/30/2016,Papa Bear (3),Men,PB&J 2016
13,Spring Creek Ascension (17),7,7/30/2016,Dallas United: Outlaws (10),Men,PB&J 2016
12,Supercell (18),7,7/30/2016,Goon Squad (4),Men,PB&J 2016
2,Flash Flood! (16),13,7/30/2016,Premium (9),Men,PB&J 2016
8,Premium (9),13,7/30/2016,Goon Squad (4),Men,PB&J 2016
1,Flash Flood! (16),13,7/30/2016,Space City Ignite (6),Men,PB&J 2016
13,Supercell (18),2,7/30/2016,Flash Flood! (16),Men,PB&J 2016
8,Premium (9),13,7/30/2016,Space City Ignite (6),Men,PB&J 2016
1,Flash Flood! (16),13,7/30/2016,Goon Squad (4),Men,PB&J 2016
11,Supercell (18),7,7/30/2016,Space City Ignite (6),Men,PB&J 2016
12,Space City Ignite (6),11,7/30/2016,Goon Squad (4),Men,PB&J 2016
11,Supercell (18),10,7/30/2016,Premium (9),Men,PB&J 2016
3,Riverside Messengers (11),13,7/30/2016,Plex (1),Men,PB&J 2016
2,Helix (14),13,7/30/2016,Texas Two Step (7),Men,PB&J 2016
0,Presidio  (12),13,7/30/2016,Dallas United: Desperados (2),Men,PB&J 2016
11,Dallas United: Neato Banditos (13),10,7/30/2016,Deaf Fruit  (8),Men,PB&J 2016
6,Space City Ignite (6),15,7/31/2016,Plex (1),Men,PB&J 2016
6,AndyGator (5),15,7/31/2016,Plex (1),Men,PB&J 2016
11,Dallas United: Desperados (2),15,7/31/2016,Space City Ignite (6),Men,PB&J 2016
8,Goon Squad (4),15,7/31/2016,Plex (1),Men,PB&J 2016
11,AndyGator (5),10,7/31/2016,Supercell (18),Men,PB&J 2016
15,Space City Ignite (6),9,7/31/2016,Papa Bear (3),Men,PB&J 2016
7,Spring Creek Ascension (17),15,7/31/2016,Dallas United: Desperados (2),Men,PB&J 2016
15,Goon Squad (4),4,7/31/2016,Deaf Fruit  (8),Men,PB&J 2016
6,Dallas United: Neato Banditos (13),15,7/31/2016,AndyGator (5),Men,PB&J 2016
8,Helix (14),13,7/31/2016,Space City Ignite (6),Men,PB&J 2016
14,Spring Creek Ascension (17),12,7/31/2016,Texas Two Step (7),Men,PB&J 2016
14,Dallas United: Desperados (2),15,7/31/2016,AndyGator (5),Men,PB&J 2016
6,Spring Creek Ascension (17),7,7/31/2016,Supercell (18),Men,PB&J 2016
11,Supercell (18),8,7/31/2016,Goon Squad (4),Men,PB&J 2016
14,Spring Creek Ascension (17),12,7/31/2016,Papa Bear (3),Men,PB&J 2016
15,Papa Bear (3),14,7/31/2016,Goon Squad (4),Men,PB&J 2016
6,Dallas United: Neato Banditos (13),9,7/31/2016,Texas Two Step (7),Men,PB&J 2016
12,Texas Two Step (7),10,7/31/2016,Deaf Fruit  (8),Men,PB&J 2016
13,Dallas United: Neato Banditos (13),10,7/31/2016,Helix (14),Men,PB&J 2016
9,Helix (14),11,7/31/2016,Deaf Fruit  (8),Men,PB&J 2016
13,Premium (9),10,7/31/2016,Riverside Messengers (11),Men,PB&J 2016
15,Riverside Messengers (11),10,7/31/2016,Dallas United: Outlaws (10),Men,PB&J 2016
0,Presidio  (12),15,7/31/2016,Premium (9),Men,PB&J 2016
15,Dallas United: Outlaws (10),5,7/31/2016,Flash Flood! (16),Men,PB&J 2016
4,Lago de Fuego (15),15,7/31/2016,Premium (9),Men,PB&J 2016
15,Dallas United: Outlaws (10),9,7/31/2016,Presidio  (12),Men,PB&J 2016
13,Flash Flood! (16),7,7/31/2016,Lago de Fuego (15),Men,PB&J 2016
7,Ozone (12),13,7/30/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
13,Showdown (13),14,7/30/2016,Phoenix (8),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
7,Showdown (13),13,7/30/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Ozone (12),11,7/30/2016,Phoenix (8),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
10,Phoenix (8),13,7/30/2016,Brute Squad (1),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
11,Showdown (13),9,7/30/2016,Ozone (12),Women,TCT Pro-Elite Challenge 2016 (Colorado Cup)
